date,num_adbit,num_httpsrr,perc,adbit_perc
2023-07-26,5897,135419,21.33220963752934,4.354632658637266
2023-07-27,5894,135350,21.321340243537435,4.354636128555597
2023-07-28,5900,135299,21.313306343630376,4.360712200385812
2023-07-29,5897,135269,21.30858052015564,4.359461517420843
2023-07-30,5898,135242,21.30432727902837,4.361071264843762
2023-07-31,5898,135200,21.297711126163733,4.362426035502959
2023-08-01,5902,134918,21.25328838550117,4.374508960998533
2023-08-02,6314,129021,20.92682641995413,4.893776982041683
2023-08-03,6324,129056,20.932503316929804,4.900198363501116
2023-08-04,6328,129076,20.93574725805876,4.902538039604574
2023-08-05,6331,129108,20.94093756386509,4.903646559469592
2023-08-06,6333,129104,20.9402887756393,4.905347626719544
2023-08-07,6336,129101,20.93980218446996,4.907785377340222
2023-08-08,6343,129127,20.9440193079376,4.912218203783872
2023-08-09,6345,129130,20.944505899106943,4.913652907922249
2023-08-10,6348,129111,20.941424155034436,4.916699584078816
2023-08-11,6354,129118,20.94255953442957,4.92107994237829
2023-08-12,6355,129127,20.9440193079376,4.921511380269037
2023-08-13,6359,129120,20.942883928542464,4.924876084262701
2023-08-14,6362,129108,20.94093756386509,4.927657465068005
2023-08-15,6366,129096,20.93899119918772,4.931213980293735
2023-08-16,6369,128790,20.889358899914683,4.945259725133939
2023-08-17,6372,128778,20.88741253523731,4.948050132786656
2023-08-18,6377,128730,20.87962707652781,4.953779227841218
2023-08-19,6379,128718,20.87768071185044,4.95579483832875
2023-08-20,6378,128703,20.875247756003724,4.955595440665719
2023-08-21,6381,128709,20.87622093834241,4.95769526606531
2023-08-22,6387,128763,20.884979579390592,4.96027585564176
2023-08-23,6394,128801,20.89114306753561,4.964247171994006
2023-08-24,6396,128804,20.891629658704957,4.9656842955187726
2023-08-25,6400,128829,20.89568458511615,4.967825567224771
2023-08-26,6405,128866,20.90168587620472,4.970279204755327
2023-08-27,6406,128882,20.904281029107885,4.970438075138499
2023-08-28,6406,128887,20.905092014390124,4.970245253594234
2023-08-29,6407,128899,20.907038379067497,4.9705583441299
2023-08-30,6412,128928,20.911742093704483,4.973318441300571
2023-08-31,6414,128956,20.91628361128502,4.973789509600174
2023-09-01,6410,128973,20.91904096124464,4.970032487419847
2023-09-02,6417,128998,20.92309588765583,4.974495728615947
2023-09-03,6416,128988,20.92147391709135,4.974106118398611
2023-09-04,6418,128996,20.922771493542932,4.975348072808459
2023-09-05,6424,128985,20.92098732592201,4.980424080319417
2023-09-06,6432,129004,20.92406906999452,4.985891910328362
2023-09-07,6439,129035,20.9290971787444,4.990118959972101
2023-09-08,6441,128977,20.919689749470425,4.993913643517836
2023-09-09,6427,128289,20.808098174634328,5.009782600222934
2023-09-10,6428,128291,20.808422568747226,5.010483977831648
2023-09-11,6434,128314,20.81215310104552,5.014261888804028
2023-09-12,6435,128310,20.81150431281973,5.015197568389058
2023-09-13,6442,128042,20.76803550169172,5.0311616500835665
2023-09-14,6450,128070,20.77257701927225,5.036308268915437
2023-09-15,6453,128098,20.777118536852797,5.037549376258802
2023-09-16,6462,128101,20.777605128022135,5.044457108063169
2023-09-17,6465,128110,20.77906490153017,5.0464444617906485
2023-09-18,6466,128110,20.77906490153017,5.047225040980408
2023-09-19,6474,128095,20.776631945683448,5.054061438775909
2023-09-20,6477,128102,20.777767325078585,5.056127148678397
2023-09-21,6478,128154,20.786201572013876,5.054855876523558
2023-09-22,6478,128154,20.786201572013876,5.054855876523558
2023-09-23,6483,128157,20.78668816318321,5.058639013085513
2023-09-24,6482,128156,20.786525966126767,5.057898186585099
2023-09-25,6483,128166,20.78814793669125,5.0582837882121625
2023-09-26,6489,128157,20.78668816318321,5.06332077061729
2023-09-27,6492,128181,20.790580892537964,5.064713179020291
2023-09-28,6487,128197,20.79317604544113,5.0601808154637
2023-09-29,6496,128228,20.79820415419101,5.065976229840596
2023-09-30,6502,128236,20.799501730642596,5.070339062353785
2023-10-01,6502,128234,20.79917733652969,5.070418141834459
2023-10-02,6504,128259,20.80323226294089,5.070989170350619
2023-10-03,6509,128284,20.80728718935209,5.073898537619656
2023-10-04,6509,128363,20.820100756811467,5.070775846622469
2023-10-05,6485,128379,20.822695909714632,5.051449224561649
2023-10-06,6495,128394,20.825128865561343,5.058647600355156
2023-10-07,6494,128374,20.821884924432396,5.058656737345569
2023-10-08,6495,128403,20.826588639069374,5.05829303053667
2023-10-09,6496,128398,20.82577765378714,5.059268835963177
2023-10-10,6532,128403,20.826588639069374,5.087108556653661
2023-10-11,6537,128423,20.82983258019833,5.090209697639831
2023-10-12,6549,128434,20.83161674781926,5.099117056231216
2023-10-13,6548,128446,20.833563112496638,5.097862136617723
2023-10-14,6551,128462,20.8361582653998,5.099562516541857
2023-10-15,6552,128472,20.83778023596428,5.099943956659817
2023-10-16,6552,128462,20.8361582653998,5.100340956858838
2023-10-17,6558,128493,20.84118637414968,5.103779972449861
2023-10-18,6558,128527,20.846701074068907,5.102429839644588
2023-10-19,6563,128542,20.849134029915625,5.1057241990944595
2023-10-20,6566,128570,20.853675547496163,5.106945632729253
2023-10-21,6569,127262,20.641521797662417,5.1617922082004055
2023-10-22,6567,126727,20.554746372462837,5.182005413211076
2023-10-23,6567,126750,20.55847690476113,5.181065088757396
2023-10-24,6573,126793,20.56545137818839,5.184040128398255
2023-10-25,6573,126825,20.57064168399472,5.1827321111768185
2023-10-26,6577,126862,20.57664297508329,5.184373571282181
2023-10-27,6582,126894,20.58183328088962,5.187006477847652
2023-10-28,6588,126917,20.58556381318792,5.190793983469511
2023-10-29,6588,126932,20.587996769034635,5.190180569123625
2023-10-30,6590,126921,20.58621260141371,5.192206175494993
2023-10-31,6595,126959,20.592376089558726,5.194590379571357
2023-11-01,6600,126979,20.595620030687684,5.197709857535498
2023-11-02,6604,126998,20.59870177476019,5.200081891053403
2023-11-03,6598,126939,20.58913214842977,5.197772158280749
