date,num_httpsrr,perc
2023-10-09,136953,22.213373471698237
2023-10-10,136987,22.21888817161746
2023-10-11,137015,22.223429689198
2023-10-12,137046,22.228457797947883
2023-10-13,137073,22.232837118471974
2023-10-14,137092,22.235918862544484
2023-10-15,137109,22.238676212504096
2023-10-16,137120,22.240460380125022
2023-10-17,137148,22.24500189770556
2023-10-18,137170,22.24857023294741
2023-10-19,137211,22.255220312261773
2023-10-20,137253,22.262032588632582
2023-10-21,136740,22.17882549867485
2023-10-22,136241,22.09788916750739
2023-10-23,136269,22.102430685087928
2023-10-24,135500,21.977701148679554
2023-10-25,135522,21.981269483921405
2023-10-26,135558,21.987108577953528
2023-10-27,135608,21.995218430775918
2023-10-28,135642,22.000733130695146
2023-10-29,135662,22.0039770718241
2023-10-30,135652,22.00235510125962
2023-10-31,135685,22.007707604122402
2023-11-01,135402,21.96180583714767
2023-11-02,135421,21.964887581220175
2023-11-03,135362,21.955317954889754
2023-11-04,135327,21.949641057914082
2023-11-05,135347,21.952884999043036
2023-11-06,135302,21.945586131502886
2023-11-07,135479,21.97429501049415
2023-11-08,135512,21.979647513356927
2023-11-09,135533,21.98305365154233
2023-11-10,135584,21.99132570142117
2023-11-11,135562,21.98775736617932
2023-11-12,135562,21.98775736617932
2023-11-13,135585,21.99148789847762
2023-11-14,135671,22.00543684533213
2023-11-15,135710,22.011762530533595
2023-11-16,135740,22.01662844222703
2023-11-17,135758,22.01954798924309
2023-11-18,135765,22.020683368638228
2023-11-19,135791,22.024900492105868
2023-11-20,135794,22.025387083275213
2023-11-21,135824,22.03025299496865
2023-11-22,135848,22.034145724323395
2023-11-23,135912,22.044526335936055
2023-11-24,135932,22.047770277065013
2023-11-25,135928,22.04712148883922
2023-11-26,135935,22.048256868234354
2023-11-27,135933,22.04793247412146
2023-11-28,135968,22.053609371097135
2023-11-29,135987,22.05669111516964
2023-11-30,135985,22.056366721056747
2023-12-01,135966,22.053284976984237
2023-12-02,135991,22.057339903395434
2023-12-03,135954,22.051338612306864
2023-12-04,135944,22.049716641742386
2023-12-05,135988,22.05685331222609
2023-12-06,136000,22.058799676903465
2023-12-07,135942,22.04939224762949
2023-12-08,135945,22.049878838798833
2023-12-09,135892,22.041282394807098
2023-12-10,135909,22.04403974476671
2023-12-11,135936,22.048419065290805
2023-12-12,135948,22.050365429968178
2023-12-13,135960,22.05231179464555
2023-12-14,136003,22.059286268072807
2023-12-15,136016,22.061394829806627
2023-12-16,136053,22.067396120895197
2023-12-17,136062,22.068855894403228
2023-12-18,136084,22.07242422964508
2023-12-19,136087,22.072910820814425
2023-12-20,136071,22.07031566791126
2023-12-21,136124,22.078912111902994
2023-12-22,136132,22.080209688354575
2023-12-23,136186,22.088968329402757
2023-12-24,136187,22.089130526459204
2023-12-25,136179,22.087832950007623
2023-12-26,136189,22.089454920572102
2023-12-27,136183,22.088481738233416
2023-12-28,136207,22.09237446758816
2023-12-29,136226,22.09545621166067
2023-12-30,136246,22.098700152789625
2023-12-31,136242,22.098051364563837
2024-01-01,136215,22.093672044039746
2024-01-02,136230,22.096104999886464
2024-01-03,136252,22.099673335128315
2024-01-04,136252,22.099673335128315
2024-01-05,136338,22.113622281982828
2024-01-06,136342,22.114271070208616
2024-01-07,136333,22.11281129670059
2024-01-08,136356,22.116541828998887
2024-01-09,136367,22.118325996619813
2024-01-10,136408,22.124976075934175
2024-01-11,136441,22.130328578796952
2024-01-12,136472,22.135356687546835
2024-01-13,136485,22.137465249280655
2024-01-14,136501,22.14006040218382
2024-01-15,136480,22.136654263998416
2024-01-16,136496,22.13924941690158
2024-01-17,136548,22.14768366383687
2024-01-18,136593,22.15498253137702
2024-01-19,136618,22.159037457788216
2024-01-20,136586,22.153847151981886
2024-01-21,136596,22.155469122546364
2024-01-22,136603,22.156604501941498
2024-01-23,136646,22.163578975368754
2024-01-24,136654,22.16487655182034
2024-01-25,136667,22.16698511355416
2024-01-26,136644,22.16325458125586
2024-01-27,136689,22.17055344879601
2024-01-28,136675,22.168282690005743
2024-01-29,136682,22.169418069400876
2024-01-30,136704,22.172986404642728
2024-01-31,136703,22.17282420758628
2024-02-01,136697,22.171851025247594
2024-02-02,136719,22.175419360489446
2024-02-03,136709,22.173797389924967
2024-02-04,136707,22.173472995812073
2024-02-05,136710,22.173959586981415
2024-02-06,136742,22.179149892787745
2024-02-07,136746,22.179798681013537
2024-02-08,136786,22.186286563271448
2024-02-09,136778,22.184988986819867
2024-02-10,136745,22.17963648395709
2024-02-11,136701,22.172499813473387
2024-02-12,136698,22.17201322230404
2024-02-13,136729,22.177041331053925
2024-02-14,136672,22.167796098836398
2024-02-15,136548,22.14768366383687
2024-02-16,136479,22.13649206694197
2024-02-17,136425,22.127733425893787
2024-02-18,136377,22.11994796718429
2024-02-19,136339,22.113784479039275
2024-02-20,136236,22.09707818222515
2024-02-21,136126,22.07923650601589
2024-02-22,136143,22.0819938559755
2024-02-23,136051,22.067071726782302
2024-02-24,135860,22.036092089000768
2024-02-25,135870,22.037714059565246
2024-02-26,135866,22.037065271339454
2024-02-27,135848,22.034145724323395
2024-02-28,135788,22.024413900936526
2024-02-29,135794,22.025387083275213
2024-03-01,135541,21.984351227993916
2024-03-02,135491,21.976241375171522
2024-03-03,135399,21.961319245978324
2024-03-04,135316,21.947856890293156
2024-03-05,135299,21.94509954033354
2024-03-06,135299,21.94509954033354
2024-03-07,135257,21.938287263962735
2024-03-08,135195,21.92823104646297
2024-03-09,135140,21.91931020835834
2024-03-10,135110,21.914444296664904
2024-03-11,135032,21.901792926261976
2024-03-12,135012,21.89854898513302
2024-03-13,135018,21.899522167471705
2024-03-14,134886,21.878112156020592
2024-03-15,134864,21.87454382077874
2024-03-16,134863,21.874381623722293
2024-03-17,134655,21.840644635981146
2024-03-18,134597,21.831237206707172
2024-03-19,134567,21.82637129501374
2024-03-20,134563,21.825722506787947
2024-03-21,134540,21.82199197448965
2024-03-22,134545,21.822802959771884
2024-03-23,134446,21.806745451183552
2024-03-24,134411,21.801068554207877
2024-03-25,134359,21.792634307272593
2024-03-26,134306,21.784037863280858
2024-03-27,134263,21.777063389853602
2024-03-28,134324,21.786957410296917
2024-03-29,134312,21.785011045619544
2024-03-30,134162,21.76068148715237
2024-03-31,134070,21.745759357959173
