date,num_adbit,num_httpsrr,adbit_perc
2024-03-17,18692,262734,7.114419907587141
2024-03-18,18698,263145,7.105588173820517
2024-03-19,18698,262759,7.116026472927664
2024-03-20,18696,262487,7.12263845447584
2024-03-21,18667,262467,7.1121321918565
2024-03-22,18636,262483,7.0998883737232505
2024-03-23,18595,262942,7.071901788227062
2024-03-24,18591,263718,7.049575683116056
2024-03-25,18583,265875,6.989374706158909
2024-03-26,18554,266244,6.968795540932378
2024-03-27,18521,266406,6.9521707469051
2024-03-28,18591,266814,6.96777530414446
2024-03-29,18566,267726,6.934701896715299
2024-03-30,18542,268855,6.896654330401145
2024-03-31,18519,269356,6.875287723310414
2024-04-01,18460,272163,6.782700073117947
2024-04-02,18443,272999,6.7557024018403
2024-04-03,18453,273042,6.758300920737469
2024-04-04,18422,274767,6.704589706915313
2024-04-05,18417,276481,6.661217226500193
2024-04-06,18415,276021,6.67159382800584
2024-04-07,18229,280382,6.501487256671256
2024-04-08,18207,277537,6.560206386896161
2024-04-09,18188,277607,6.5517079900722965
2024-04-10,18150,278564,6.515558363607645
2024-04-11,18136,276305,6.563761061146197
2024-04-12,18137,275094,6.59301911346667
2024-04-13,18335,271889,6.743560791352353
2024-04-14,18330,272198,6.734068582428967
2024-04-15,18308,272468,6.71932116799037
2024-04-16,17734,272468,6.508654227285406
2024-04-17,18002,272468,6.607014401691208
2024-04-18,17979,272468,6.598573043439964
2024-04-19,17945,272468,6.586094513851168
2024-04-20,17897,272468,6.568477766196398
2024-04-21,17845,272468,6.549392956237063
2024-04-22,17775,261707,6.79194671904076
2024-04-23,18298,271465,6.740463779861124
2024-04-24,18304,270832,6.7584332722868785
2024-04-25,18273,270725,6.7496537076369005
2024-04-26,18306,270914,6.757125877584769
2024-04-27,18313,271119,6.754598534222979
2024-04-28,18306,271152,6.751194901752522
2024-04-29,18300,271017,6.752343948903574
2024-04-30,18282,270591,6.756322272359391
2024-05-01,18312,270623,6.766608898726273
2024-05-02,18342,269895,6.795976212971711
2024-05-03,18356,267947,6.850608515863212
2024-05-04,18287,269575,6.783640916257071
2024-05-05,18155,273702,6.633126539082652
2024-05-06,18191,272906,6.66566510080394
2024-05-07,18171,272290,6.6733996841602705
2024-05-08,18163,271669,6.685709447894313
2024-05-09,18163,270908,6.704490085194974
2024-05-10,18190,270337,6.728638699105191
2024-05-11,18211,270265,6.738201394927201
2024-05-12,18198,270358,6.7310750930248044
2024-05-13,18198,270296,6.732619054665996
2024-05-14,18199,269476,6.753477118556012
2024-05-15,18197,269357,6.755718247530229
2024-05-16,18191,269232,6.756626255422832
2024-05-17,18197,268955,6.765815842798982
2024-05-18,18329,265435,6.905268709853637
2024-05-19,18413,263175,6.99648522846015
2024-05-20,18442,263221,7.006279894081399
2024-05-21,18413,262655,7.0103367535360075
2024-05-22,18437,261525,7.049804034031164
2024-05-23,18452,261273,7.062344750510003
2024-05-24,18467,260727,7.082887464666107
2024-05-25,18452,260602,7.080528929171687
2024-05-26,18461,260023,7.0997565599966155
2024-05-27,18469,259752,7.110243616988512
2024-05-28,18448,259740,7.102487102487102
2024-05-29,18442,259605,7.103869339958783
2024-05-30,18445,259657,7.103602059640218
2024-05-31,18452,259639,7.106790582308513
2024-06-01,18464,259384,7.118403602381026
2024-06-02,18475,259100,7.130451563103049
2024-06-03,18483,258978,7.136899659430531
2024-06-04,18489,259135,7.1348910799390275
2024-06-05,18476,259042,7.132434122651925
2024-06-06,18464,258335,7.14730872704047
2024-06-07,18499,257110,7.194974913461165
2024-06-08,18518,257248,7.198501057345441
2024-06-09,18386,259644,7.081234305433593
2024-06-10,18352,259683,7.067077937331285
2024-06-11,18392,259043,7.099979540076358
2024-06-12,18395,258720,7.110003092145949
2024-06-13,18431,258668,7.12534986933057
2024-06-14,18455,258686,7.134131727267807
2024-06-15,18463,258557,7.140785204036248
2024-06-16,18650,253769,7.3492034093998875
2024-06-17,18664,253622,7.358983053520594
2024-06-18,18672,253361,7.369721464629521
2024-06-19,18712,252689,7.405150204401458
2024-06-20,18753,252108,7.43847874720358
2024-06-21,18803,251425,7.47857213880879
2024-06-22,18823,251313,7.4898632382725925
2024-06-23,18839,251086,7.503006937861928
2024-06-24,18843,250955,7.508517463290231
2024-06-25,18841,250916,7.50888743643291
2024-06-26,18836,250909,7.507104169240641
2024-06-27,18815,250882,7.499541617174608
2024-06-28,18861,251037,7.513235100801873
2024-06-29,18860,251024,7.5132258270125565
2024-06-30,18864,251244,7.508239002722453
2024-07-01,18864,251312,7.5062074234417775
2024-07-02,18848,250570,7.522049726623299
2024-07-03,18898,250284,7.550622492848125
2024-07-04,18916,250017,7.565885519784655
2024-07-05,18902,249521,7.575314302203021
2024-07-06,18808,252190,7.457869066973314
2024-07-07,18736,254844,7.35194864309146
2024-07-08,18764,254296,7.378802655173499
2024-07-09,18796,253724,7.40804969179108
2024-07-10,18804,253652,7.41330641981928
2024-07-11,18800,253958,7.402798888005103
2024-07-12,18829,254132,7.409141705885131
2024-07-13,18857,254055,7.422408533585247
2024-07-14,18899,253218,7.46352944893333
2024-07-15,19102,248286,7.693546957943662
2024-07-16,19127,248248,7.704795204795205
2024-07-17,19150,248064,7.719781991744066
2024-07-18,19187,247786,7.743375331939657
2024-07-19,19167,247429,7.746464642382259
2024-07-20,19179,246602,7.777309186462397
2024-07-21,19170,246548,7.775362201275208
2024-07-22,19182,246573,7.779440571352095
2024-07-23,19186,246825,7.77311860630001
2024-07-24,19212,246805,7.78428313851016
2024-07-25,19237,246735,7.796623908241636
2024-07-26,19241,245786,7.828354747625983
2024-07-27,19253,245522,7.841659810526144
2024-07-28,19224,246111,7.811109621268452
2024-07-29,19232,246576,7.799623645448056
2024-07-30,19223,246608,7.794962045026925
2024-07-31,19244,246625,7.802939685757729
2024-08-01,19221,247518,7.765495842726589
2024-08-02,19264,246765,7.806617632160153
2024-08-03,19133,252233,7.585446789278167
2024-08-04,19130,252303,7.582153204678502
2024-08-05,19114,252307,7.575691518665752
2024-08-06,19136,251791,7.599953930045157
2024-08-07,19145,251579,7.609935646456978
2024-08-08,19177,250975,7.6410000996115155
2024-08-09,19152,250640,7.641238429620173
2024-08-10,19172,250502,7.653431908727276
2024-08-11,19186,250701,7.652941153006968
2024-08-12,19192,250965,7.647281493435339
2024-08-13,19197,251030,7.647293152212883
2024-08-14,19169,250955,7.638421230897969
2024-08-15,19178,250542,7.654604816757271
2024-08-16,19191,250316,7.666709279470749
2024-08-17,19205,250387,7.670126643955157
2024-08-18,19227,251348,7.649553606951319
2024-08-19,19360,248783,7.781882202562072
2024-08-20,19469,246591,7.895259762116217
2024-08-21,19492,246988,7.891881386949973
2024-08-22,19531,246879,7.91116295837232
2024-08-23,19577,247184,7.920011003948476
2024-08-24,19608,247272,7.929729205085898
2024-08-25,19683,246961,7.970084345301485
2024-08-26,19695,247524,7.956804188684734
2024-08-27,19514,248138,7.864172355705293
2024-08-28,19516,248428,7.855797253127667
2024-08-29,19485,248452,7.842561138570026
2024-08-30,19504,249063,7.8309504021070975
2024-08-31,19510,249451,7.82117530096091
2024-09-01,19544,249578,7.830818421495485
2024-09-02,19541,250161,7.811369478056132
2024-09-03,19544,249975,7.818381838183819
2024-09-04,19474,247993,7.852641001963765
2024-09-05,19484,248018,7.855881427960874
2024-09-06,19362,251225,7.7070355259229775
2024-09-07,19252,254089,7.576872670599672
2024-09-08,19254,254088,7.577689619344479
2024-09-09,19236,254059,7.571469619261667
2024-09-10,19254,253657,7.590565212077727
2024-09-11,19245,253623,7.588034208253983
2024-09-12,19303,254911,7.572446854000024
2024-09-13,19336,255447,7.569476251433761
2024-09-14,19364,255642,7.574655181855877
2024-09-15,19367,255870,7.569078047445968
2024-09-16,19507,253310,7.700840866921953
2024-09-17,19608,251232,7.804738249904471
2024-09-18,19617,250510,7.8308251167618055
2024-09-19,19645,250373,7.846293330351116
2024-09-20,19709,250122,7.8797546797162985
2024-09-21,19723,249917,7.891820084267977
2024-09-22,19731,250174,7.886910710145739
2024-09-23,19739,250009,7.895315768632329
2024-09-24,19760,250210,7.897366212381599
2024-09-25,19758,249647,7.914375097637865
2024-09-26,19768,249436,7.925078978174763
2024-09-27,19769,248580,7.952771743503098
2024-09-28,19785,248102,7.974542728393967
2024-09-29,19776,248748,7.950214675092865
2024-09-30,19781,248791,7.9508503121093606
