date,num_adbit
2024-08-07,19145
2024-08-08,19177
2024-08-09,19152
2024-08-10,19172
2024-08-11,19186
2024-08-12,19192
2024-08-13,19197
2024-08-14,19169
2024-08-15,19178
2024-08-16,19191
2024-08-17,19205
2024-08-18,19227
2024-08-19,19360
2024-08-20,19469
2024-08-21,19492
2024-08-22,19531
2024-08-23,19577
2024-08-24,19608
2024-08-25,19683
2024-08-26,19695
2024-08-27,19514
2024-08-28,19516
2024-08-29,19485
2024-08-30,19504
2024-08-31,19510
2024-09-01,19544
2024-09-02,19541
2024-09-03,19544
2024-09-04,19474
2024-09-05,19484
2024-09-06,19362
2024-09-07,19252
2024-09-08,19254
2024-09-09,19236
2024-09-10,19254
2024-09-11,19245
2024-09-12,19303
2024-09-13,19336
2024-09-14,19364
2024-09-15,19367
2024-09-16,19507
2024-09-17,19608
2024-09-18,19617
2024-09-19,19645
2024-09-20,19709
2024-09-21,19723
2024-09-22,19731
2024-09-23,19739
2024-09-24,19760
2024-09-25,19758
2024-09-26,19768
2024-09-27,19769
2024-09-28,19785
2024-09-29,19776
2024-09-30,19781
