date,num_ech,num_httpsrr
2024-03-09,0,263214
2024-03-10,0,263894
2024-03-11,0,264097
2024-03-12,0,264472
2024-03-13,0,264181
2024-03-14,0,263770
2024-03-15,0,263537
2024-03-16,0,263064
2024-03-17,0,262734
2024-03-18,0,263145
2024-03-19,0,262759
2024-03-20,0,262487
2024-03-21,0,262467
2024-03-22,0,262483
2024-03-23,0,262942
2024-03-24,0,263718
2024-03-25,0,265875
2024-03-26,1,266244
2024-03-27,1,266406
2024-03-28,1,266814
2024-03-29,1,267726
2024-03-30,1,268855
2024-03-31,1,269356
2024-04-01,1,272163
2024-04-02,1,272999
2024-04-03,1,273042
2024-04-04,1,274767
2024-04-05,1,276481
2024-04-06,1,276021
2024-04-07,1,280382
2024-04-08,1,277537
2024-04-09,1,277607
2024-04-10,1,278564
2024-04-11,1,276305
2024-04-12,1,275094
2024-04-13,1,271889
2024-04-14,1,272198
2024-04-15,1,272468
2024-04-16,1,272468
2024-04-17,1,272468
2024-04-18,1,272468
2024-04-19,1,272468
2024-04-20,1,272468
2024-04-21,1,272468
2024-04-22,1,261707
2024-04-23,1,271465
2024-04-24,1,270832
2024-04-25,1,270725
2024-04-26,1,270914
2024-04-27,1,271119
2024-04-28,1,271152
2024-04-29,1,271017
2024-04-30,1,270591
2024-05-01,1,270623
2024-05-02,1,269895
2024-05-03,1,267947
2024-05-04,1,269575
2024-05-05,1,273702
2024-05-06,1,272906
2024-05-07,1,272290
2024-05-08,1,271669
2024-05-09,1,270908
2024-05-10,1,270337
2024-05-11,1,270265
2024-05-12,1,270358
2024-05-13,1,270296
2024-05-14,1,269476
2024-05-15,1,269357
2024-05-16,1,269232
2024-05-17,1,268955
2024-05-18,1,265435
2024-05-19,1,263175
2024-05-20,1,263221
2024-05-21,1,262655
2024-05-22,1,261525
2024-05-23,1,261273
2024-05-24,1,260727
2024-05-25,1,260602
2024-05-26,1,260023
2024-05-27,1,259752
2024-05-28,1,259740
2024-05-29,1,259605
2024-05-30,1,259657
2024-05-31,1,259639
2024-06-01,1,259384
2024-06-02,1,259100
2024-06-03,1,258978
2024-06-04,1,259135
2024-06-05,1,259042
2024-06-06,1,258335
2024-06-07,1,257110
2024-06-08,1,257248
2024-06-09,1,259644
2024-06-10,1,259683
2024-06-11,1,259043
2024-06-12,1,258720
2024-06-13,1,258668
2024-06-14,1,258686
2024-06-15,1,258557
2024-06-16,1,253769
2024-06-17,1,253622
2024-06-18,1,253361
2024-06-19,1,252689
2024-06-20,1,252108
2024-06-21,1,251425
2024-06-22,1,251313
2024-06-23,1,251086
2024-06-24,1,250955
2024-06-25,1,250916
2024-06-26,1,250909
2024-06-27,1,250882
2024-06-28,1,251037
2024-06-29,1,251024
2024-06-30,1,251244
2024-07-01,1,251312
2024-07-02,1,250570
2024-07-03,1,250284
2024-07-04,1,250017
2024-07-05,1,249521
2024-07-06,1,252190
2024-07-07,1,254844
2024-07-08,1,254296
2024-07-09,1,253724
2024-07-10,1,253652
2024-07-11,1,253958
2024-07-12,1,254132
2024-07-13,1,254055
2024-07-14,1,253218
2024-07-15,1,248286
2024-07-16,1,248248
2024-07-17,1,248064
2024-07-18,1,247786
2024-07-19,1,247429
2024-07-20,1,246602
2024-07-21,1,246548
2024-07-22,1,246573
2024-07-23,1,246825
2024-07-24,1,246805
2024-07-25,1,246735
2024-07-26,1,245786
2024-07-27,1,245522
2024-07-28,1,246111
2024-07-29,1,246576
2024-07-30,1,246608
2024-07-31,1,246625
2024-08-01,1,247518
2024-08-02,1,246765
2024-08-03,1,252233
2024-08-04,1,252303
2024-08-05,1,252307
2024-08-06,1,251791
2024-08-07,1,251579
2024-08-08,1,250975
2024-08-09,2,250640
2024-08-10,2,250502
2024-08-11,2,250701
2024-08-12,2,250965
2024-08-13,2,251030
2024-08-14,2,250955
2024-08-15,17243,250542
2024-08-16,8560,250316
2024-08-17,17212,250387
2024-08-18,17296,251348
2024-08-19,17074,248783
2024-08-20,1642,246591
2024-08-21,1650,246988
2024-08-22,16841,246879
2024-08-23,16871,247184
2024-08-24,16864,247272
2024-08-25,16827,246961
2024-08-26,16863,247524
2024-08-27,16912,248138
2024-08-28,42167,248428
2024-08-29,42150,248452
2024-08-30,2,249063
2024-08-31,2,249451
2024-09-01,2,249578
2024-09-02,2,250161
2024-09-03,2,249975
2024-09-04,42748,247993
2024-09-05,42730,248018
2024-09-06,86946,251225
2024-09-07,88188,254089
2024-09-08,88195,254088
2024-09-09,88221,254059
2024-09-10,132344,253657
2024-09-11,132342,253623
2024-09-12,177474,254911
2024-09-13,177782,255447
2024-09-14,177880,255642
2024-09-15,178051,255870
2024-09-16,175488,253310
2024-09-17,173620,251232
2024-09-18,172804,250510
2024-09-19,172651,250373
2024-09-20,172213,250122
2024-09-21,171989,249917
2024-09-22,172364,250174
2024-09-23,172229,250009
2024-09-24,172289,250210
2024-09-25,171738,249647
2024-09-26,171481,249436
2024-09-27,170605,248580
2024-09-28,170087,248102
2024-09-29,170665,248748
2024-09-30,170674,248791
